requirement_id,url,source_title,date_checked,result,notes
EO13960_6_cio_list,https://www.whitehouse.gov/wp-content/uploads/2025/02/M-25-21-Accelerating-Federal-Use-of-AI-through-Innovation-Governance-and-Public-Trust.pdf,"OMB Memorandum M-25-21: Accelerating Federal Use of AI through Innovation, Governance, and Public Trust",2026-07-28,Context only,"Cited source from the committed July 24, 2026 update; re-reviewed during the evidence-quality confidence pass."
EO13960_6_participation,https://www.gsa.gov/artificial-intelligence/ai-community-of-practice,AI Community of Practice | GSA,2026-07-28,Supports,The Chief AI Officer and community-of-practice ecosystem directly supports the interagency participation judgment.
EO13960_6_participation,https://www.whitehouse.gov/wp-content/uploads/2025/02/M-25-21-Accelerating-Federal-Use-of-AI-through-Innovation-Governance-and-Public-Trust.pdf,"OMB Memorandum M-25-21: Accelerating Federal Use of AI through Innovation, Governance, and Public Trust",2026-07-28,Partial support,"Cited source from the committed July 24, 2026 update; re-reviewed during the evidence-quality confidence pass."
EO13960_7a,https://www.gsa.gov/about-gsa/newsroom/news-releases/gsa-advances-tech-talent-strategy-with-new-presidential-innovation-fellows-class-04232026,GSA Advances Tech Talent Strategy with New Presidential Innovation Fellows Class,2026-07-28,Supports,"Cited source from the committed July 24, 2026 update; re-reviewed during the evidence-quality confidence pass."
EO13960_7a,https://www.gsa.gov/artificial-intelligence,Artificial intelligence - GSA,2026-07-28,Context only,The broader GSA AI program page provides context for the continuing PIF and federal AI talent ecosystem.
EO13960_7b,https://www.justice.gov/media/1373026/dl,Department of Justice Compliance Plan for OMB Memorandum M-24-10,2026-07-28,Context only,"Cited source from the committed July 24, 2026 update; re-reviewed during the evidence-quality confidence pass."
EO13960_7b,https://www.opm.gov/chcoc/latest-memos/building-the-ai-workforce-of-the-future.pdf,Building the AI Workforce of the Future - OPM,2026-07-28,Context only,Current AI workforce planning materials do not directly expose the rotational-program inventory required by this row.
EO13960_7b,https://www.opm.gov/chcoc/transmittals/2024/The%20Artificial%20Intelligence%20Classification%20Policy%20and%20Talent%20Acquisition%20Guidance%20-%20The%20AI%20in%20Government%20Act%20of%202020.pdf,The Artificial Intelligence Classification Policy and Talent Acquisition Guidance - The AI in Government Act of 2020,2026-07-28,Context only,Current OPM AI workforce guidance is relevant but does not directly verify a rotational-program inventory.
EO13960_7c,https://www.justice.gov/media/1373026/dl,Department of Justice Compliance Plan for OMB Memorandum M-24-10,2026-07-28,Context only,"Cited source from the committed July 24, 2026 update; re-reviewed during the evidence-quality confidence pass."
EO13960_7c,https://www.opm.gov/chcoc/latest-memos/building-the-ai-workforce-of-the-future.pdf,Building the AI Workforce of the Future - OPM,2026-07-28,Context only,Current AI workforce planning materials do not directly provide the row-specific recommendations report.
EO13960_7c,https://www.opm.gov/chcoc/published-memos/,OPM Published Memos,2026-07-28,No evidence,The published memos index did not surface a clear public copy of the specific recommendations report required by this row.
EO13960_7c,https://www.opm.gov/chcoc/transmittals/2024/The%20Artificial%20Intelligence%20Classification%20Policy%20and%20Talent%20Acquisition%20Guidance%20-%20The%20AI%20in%20Government%20Act%20of%202020.pdf,The Artificial Intelligence Classification Policy and Talent Acquisition Guidance - The AI in Government Act of 2020,2026-07-28,Context only,Current OPM AI workforce guidance is relevant but does not directly provide the required recommendations report on rotational programs.
EO13960_8c,https://www.gsa.gov/artificial-intelligence/resources/ai-strategies-and-compliance-plan,AI strategies and compliance plan - GSA,2026-07-28,Context only,Agency compliance-structure materials provide additional context for the newer accountable-official model.
EO13960_8c,https://www.whitehouse.gov/wp-content/uploads/2025/02/M-25-21-Accelerating-Federal-Use-of-AI-through-Innovation-Governance-and-Public-Trust.pdf,"OMB Memorandum M-25-21: Accelerating Federal Use of AI through Innovation, Governance, and Public Trust",2026-07-28,Supports,"Cited source from the committed July 24, 2026 update; re-reviewed during the evidence-quality confidence pass."
